,timestamp,GPS_INPUT.sysid,GPS_INPUT.compid,GPS_INPUT.time_usec,GPS_INPUT.gps_id,GPS_INPUT.ignore_flags,GPS_INPUT.time_week_ms,GPS_INPUT.time_week,GPS_INPUT.fix_type,GPS_INPUT.lat,GPS_INPUT.lon,GPS_INPUT.alt,GPS_INPUT.hdop,GPS_INPUT.vdop,GPS_INPUT.vn,GPS_INPUT.ve,GPS_INPUT.vd,GPS_INPUT.speed_accuracy,GPS_INPUT.horiz_accuracy,GPS_INPUT.vert_accuracy,GPS_INPUT.satellites_visible,GPS_INPUT.yaw,GPS_INPUT.lat_deg,GPS_INPUT.lon_deg,GPS_INPUT.rate
2782,1728408063.178,1,220,0,0,185,0,0,3,476194927,-1223629301,0.0,0.6000000238418579,3.0454516410827637,0.0,0.0,0.0,0.0,3.0454516410827637,0.0,26,32200,47.6194927,-122.3629301,3.6238448643714087
2783,1728408063.445,1,220,0,0,185,0,0,3,476194933,-1223629294,0.0,0.6000000238418579,3.0195724964141846,0.0,0.0,0.0,0.0,3.0195724964141846,0.0,26,31900,47.6194933,-122.3629294,3.644979048972749
2784,1728408063.6929998,1,220,0,0,185,0,0,3,476194933,-1223629294,0.0,0.6000000238418579,3.0195724964141846,0.0,0.0,0.0,0.0,3.0195724964141846,0.0,26,31900,47.6194933,-122.3629294,3.618599634421966
2785,1728408063.964,1,220,0,0,185,0,0,3,476194930,-1223629295,0.0,0.6000000238418579,2.9845707416534424,0.0,0.0,0.0,0.0,2.9845707416534424,0.0,26,31399,47.619493,-122.3629295,3.61990943977892
2786,1728408064.2129998,1,220,0,0,185,0,0,3,476194930,-1223629295,0.0,0.6000000238418579,2.9845707416534424,0.0,0.0,0.0,0.0,2.9845707416534424,0.0,26,31399,47.619493,-122.3629295,3.61990943977892
2787,1728408064.5219998,1,220,0,0,185,0,0,3,476194927,-1223629305,0.0,0.6000000238418579,2.9843385219573975,0.0,0.0,0.0,0.0,2.9843385219573975,0.0,26,30400,47.6194927,-122.3629305,3.640334938615678
2788,1728408064.7779999,1,220,0,0,185,0,0,3,476194927,-1223629305,0.0,0.6000000238418579,2.9843385219573975,0.0,0.0,0.0,0.0,2.9843385219573975,0.0,26,30400,47.6194927,-122.3629305,3.62713097957608
2789,1728408065.036,1,220,0,0,185,0,0,3,476194921,-1223629323,0.0,0.6000000238418579,3.0084054470062256,0.0,0.0,0.0,0.0,3.0084054470062256,0.0,26,30100,47.6194921,-122.3629323,3.639672505282523
2790,1728408065.299,1,220,0,0,185,0,0,3,476194921,-1223629323,0.0,0.6000000238418579,3.0084054470062256,0.0,0.0,0.0,0.0,3.0084054470062256,0.0,26,30100,47.6194921,-122.3629323,3.6363636363636362
2791,1728408065.58,1,220,0,0,185,0,0,3,476194917,-1223629331,0.0,0.6000000238418579,3.0652523040771484,0.0,0.0,0.0,0.0,3.0652523040771484,0.0,26,30400,47.6194917,-122.3629331,3.643650883797114
2792,1728408065.829,1,220,0,0,185,0,0,3,476194917,-1223629331,0.0,0.6000000238418579,3.0652523040771484,0.0,0.0,0.0,0.0,3.0652523040771484,0.0,26,30400,47.6194917,-122.3629331,3.625815787243145
2793,1728408066.073,1,220,0,0,185,0,0,3,476194917,-1223629331,0.0,0.6000000238418579,3.0652523040771484,0.0,0.0,0.0,0.0,3.0652523040771484,0.0,26,30400,47.6194917,-122.3629331,3.602954500620013
2794,1728408066.632,1,220,0,0,185,0,0,3,476194890,-1223629380,0.0,0.6000000238418579,3.5394210815429688,0.0,0.0,0.0,0.0,3.5394210815429688,0.0,26,30700,47.619489,-122.362938,3.610760042613178
